Hours_Studied,Marks
2.89,5.15
2.88,28.75
1.0,0.0
11.14,81.63
6.96,61.54
8.0,71.25
10.94,80.99
4.15,31.84
7.46,50.94
0.47,0.0
2.24,20.59
9.97,74.78
9.2,71.17
4.21,19.01
4.52,47.5
6.4,56.32
0.0,7.95
2.89,36.06
2.5,11.74
3.01,20.46
9.67,58.42
3.36,58.25
2.3,16.89
6.05,58.8
10.39,70.72
2.9,33.13
0.94,26.12
4.28,33.61
8.97,61.67
6.61,51.48
9.8,56.14
11.52,91.74
9.51,84.31
7.25,57.61
5.92,44.52
0.48,9.12
11.81,100.0
4.6,20.22
1.83,15.5
8.0,88.36
3.41,13.94
7.03,55.38
7.04,75.75
5.35,53.83
10.03,75.13
3.18,27.5
5.38,43.05
6.45,44.14
7.96,62.97
9.41,72.46
4.74,39.03
7.75,54.54
1.81,1.69
11.19,89.12
4.6,53.92
8.75,70.86
0.24,0.0
2.46,27.24
5.84,45.18
10.54,100.0
6.33,50.58
11.16,96.27
5.81,38.9
5.89,52.11
1.44,14.25
9.63,76.49
2.96,18.69
10.8,79.98
10.93,90.26
11.32,96.85
6.24,48.67
8.13,67.87
9.34,74.36
1.57,13.56
7.21,55.69
0.41,3.47
5.97,74.75
1.86,17.98
2.2,24.01
4.38,39.42
5.19,38.89
7.48,72.76
0.89,4.23
6.04,58.9
2.19,14.19
6.89,45.5
7.65,64.84
6.68,42.4
8.86,76.23
4.03,20.28
9.18,70.26
5.19,27.23
5.81,74.72
7.78,45.68
0.22,1.86
7.85,74.22
7.42,69.75
3.72,38.26
1.03,5.06
1.09,22.24
11.08,97.76
8.27,68.29
1.53,14.61
4.28,31.21
7.11,47.78
10.03,92.59
0.52,17.31
2.84,13.88
10.68,83.88
0.11,0.0
2.42,19.01
11.51,92.71
7.36,68.36
3.14,17.65
0.8,0.0
0.34,15.07
2.94,18.87
10.58,71.99
4.99,35.08
8.64,65.85
11.02,100.0
4.9,48.42
2.3,29.84
6.21,57.84
10.9,96.64
9.65,70.34
0.79,4.33
8.31,56.59
6.86,52.8
10.89,93.96
1.47,13.1
6.41,64.38
10.55,73.01
4.92,44.36
5.78,33.79
0.85,7.71
3.34,34.11
3.89,29.01
11.34,96.24
3.39,17.54
5.53,27.61
8.06,70.02
1.95,33.01
5.84,36.74
8.86,83.12
10.4,83.65
7.52,46.76
8.03,52.91
1.52,12.28
11.35,86.75
1.59,0.0
9.3,57.43
3.18,16.96
11.2,91.56
8.64,69.05
9.05,67.35
2.63,23.05
5.32,52.93
7.41,63.25
9.24,72.7
1.25,19.26
11.55,82.79
10.68,83.21
3.24,23.94
9.87,66.62
6.22,45.56
5.54,23.58
3.77,49.31
6.97,46.4
8.76,85.93
4.93,39.83
7.55,66.05
8.39,62.25
8.53,70.35
0.62,11.49
10.32,89.18
5.5,51.74
3.15,21.51
2.9,18.41
5.8,30.43
10.64,90.37
4.54,47.15
9.0,88.13
1.16,12.35
5.71,38.04
11.9,78.23
9.25,84.38
2.53,2.25
6.02,44.73
2.8,20.18
4.91,38.62
9.36,75.25
9.25,75.42
2.74,0.0
11.07,88.68
7.11,34.59
4.56,43.79
6.02,42.63
7.26,36.52
6.72,45.61
5.84,40.99
6.06,60.38
2.12,18.9
9.75,81.47
6.5,63.82
1.57,11.62
9.19,81.09
11.19,96.35
11.37,78.08
4.43,50.16
1.63,0.0
6.22,58.94
1.35,0.0
11.21,95.68
2.2,36.24
3.03,22.14
4.88,36.47
4.6,42.89
9.54,72.99
5.48,61.99
2.05,18.32
3.21,22.45
6.11,43.47
1.77,4.83
7.34,52.44
6.79,50.81
8.58,63.74
11.25,83.44
10.95,100.0
11.35,80.52
2.94,24.96
1.58,18.56
3.63,35.32
10.74,85.34
11.66,90.91
10.31,87.01
1.32,13.23
11.37,88.36
5.08,25.02
0.11,0.0
5.31,31.0
0.55,0.0
6.53,52.54
4.06,36.09
5.68,63.25
7.36,53.49
10.43,91.15
7.94,66.6
5.21,54.63
9.83,84.43
10.87,76.85
1.44,0.0
6.38,54.18
3.41,22.03
0.56,0.0
8.02,51.5
10.35,84.44
1.95,30.72
9.75,73.9
10.24,87.83
10.97,86.75
3.18,12.57
10.85,94.13
3.85,19.84
6.63,53.24
0.61,1.43
0.53,13.14
8.64,58.57
5.33,46.58
3.08,16.21
2.28,13.17
8.04,27.96
0.0,20.96
9.67,82.87
0.95,0.0
2.3,7.14
4.63,32.12
5.82,53.72
4.26,15.16
3.85,29.37
11.57,100.0
7.7,50.25
0.28,3.05
5.16,63.33
10.5,90.32
3.62,30.2
1.13,14.14
9.1,68.8
7.27,71.17
6.84,50.76
0.64,0.0
1.69,9.57
7.47,50.1
2.49,17.14
6.05,45.8
6.54,64.28
3.4,34.17
11.38,93.68
10.11,80.85
8.67,58.76
0.94,0.0
1.27,11.32
5.91,55.25
1.93,14.35
11.74,88.56
1.9,19.86
5.85,45.96
4.37,51.81
7.67,73.71
1.55,21.98
5.16,48.89
3.3,13.47
10.65,91.85
0.49,7.66
10.96,93.78
10.0,84.89
3.57,33.09
9.47,100.0
0.37,2.23
11.6,100.0
6.32,45.84
3.64,37.02
4.35,44.2
0.8,10.02
11.87,100.0
0.47,0.0
7.86,58.0
5.31,44.63
11.39,99.9
2.95,25.41
6.39,63.94
5.79,39.69
8.43,56.07
0.82,9.61
2.33,17.83
2.57,26.03
8.86,70.59
2.27,14.76
6.88,54.31
2.58,20.95
10.34,79.67
11.31,88.42
6.22,45.74
4.23,42.39
2.81,24.41
0.6,27.35
3.22,27.38
7.85,57.3
6.4,77.93
11.33,94.76
4.76,47.94
8.33,72.53
5.87,53.21
6.15,54.56
3.21,14.69
5.46,47.35
5.65,31.95
8.48,66.09
11.29,83.05
3.95,35.19
0.51,7.39
5.96,52.46
6.53,55.14
2.02,10.1
9.13,70.39
11.82,100.0
11.35,100.0
2.37,7.45
10.5,68.73
8.45,60.36
5.45,54.02
6.49,64.05
10.2,72.31
5.76,49.17
4.48,54.17
5.92,51.5
6.95,69.81
2.27,28.14
10.81,77.39
8.09,62.82
7.6,61.14
1.19,10.59
7.25,67.16
1.45,15.7
0.94,0.0
6.33,37.49
4.83,16.79
7.07,58.28
1.07,10.97
5.17,44.21
2.1,7.19
11.85,100.0
6.73,61.03
8.25,53.44
3.91,16.58
1.14,9.09
11.71,100.0
3.44,44.48
5.09,46.32
7.8,55.09
0.3,11.24
9.72,73.26
6.44,43.84
3.34,5.27
0.74,6.94
1.95,9.3
10.74,86.89
8.23,42.86
3.0,25.69
0.79,0.0
8.29,77.18
6.87,60.17
4.85,36.05
4.36,40.53
2.6,11.03
8.04,65.01
11.65,100.0
2.11,0.0
7.17,52.85
5.09,40.5
5.36,40.92
3.05,38.97
9.9,67.97
5.82,40.37
6.52,33.01
3.66,44.36
2.18,14.99
1.03,3.86
8.57,68.03
2.35,25.2
8.28,69.72
4.68,63.95
4.99,44.45
5.63,40.39
4.41,29.69
1.21,5.73
3.72,14.71
7.96,64.12
7.99,71.75
3.43,21.34
5.52,36.1
2.32,33.73
2.52,5.93
0.28,0.0
10.76,74.56
2.53,4.82
2.73,25.71
3.36,23.23
1.53,10.03
7.67,72.9
0.9,0.3
1.61,20.63
7.74,77.01
4.08,28.05
8.5,75.33
6.69,51.09
3.07,33.82
7.81,46.76
1.4,0.0
6.44,47.58
5.25,33.08
3.21,20.55
7.25,55.79
10.46,90.85
11.99,91.82
7.29,50.11
4.86,35.34
2.7,13.93
3.09,15.34
5.75,29.9
4.41,35.95
10.97,82.04
4.42,45.02
4.48,21.38
4.6,31.4
10.04,98.44
7.81,53.08
7.37,56.59
4.01,19.92
9.81,65.03
0.46,19.16
10.45,85.31
6.15,50.56
4.78,21.27
5.97,51.32
8.01,75.65
0.15,12.72
10.46,90.35
5.36,31.59
4.12,36.06
1.66,19.95
5.27,24.24
5.96,36.43
4.84,47.63
8.14,73.91
5.05,24.92
11.54,100.0
7.19,58.48
9.69,85.33
1.31,4.15
4.77,44.59
4.04,40.78
6.83,51.16
10.33,82.84
0.94,1.04
0.87,23.48
10.2,80.43
2.55,11.21
8.03,57.04
6.51,53.38
9.99,87.49
1.5,0.0
1.56,30.94
6.68,56.54
11.36,95.52
4.98,38.87
3.92,31.58
7.28,56.76
11.17,99.5
10.04,80.27
11.95,100.0
0.27,0.0
1.35,12.79
7.31,50.47
9.85,90.94
3.42,19.05
2.87,19.71
9.44,72.4
0.68,1.87
4.43,42.69
6.07,45.39
6.72,67.73
8.74,61.76
4.26,35.76
7.35,51.06
7.02,60.41
6.57,52.41
7.69,59.94
3.11,36.79
1.02,1.58
1.43,17.32
2.69,13.87
6.0,49.15
10.09,68.73
8.42,60.7
9.47,74.93
4.21,51.84
4.86,39.85
4.72,54.34
2.3,20.62
0.73,2.01
7.09,72.12
11.87,99.33
2.0,9.59
0.56,9.19
9.35,71.91
3.03,4.36
9.96,89.01
8.45,78.53
11.35,100.0
4.91,43.48
7.94,61.06
5.58,52.98
7.57,69.03
5.4,59.54
2.26,17.66
6.09,47.1
6.34,43.59
9.73,83.19
8.83,55.13
7.97,71.48
1.36,16.76
8.65,75.03
6.0,49.41
10.73,100.0
11.04,97.03
0.66,0.0
9.85,72.89
0.45,0.0
4.41,40.76
6.51,42.06
1.78,25.05
8.96,84.88
0.1,0.0
2.02,14.33
6.97,55.92
8.57,77.42
11.0,100.0
8.47,50.87
8.06,61.31
4.73,35.2
0.02,0.0
1.44,6.68
6.41,55.59
8.1,62.03
5.01,24.63
8.77,98.89
6.26,52.76
0.89,8.24
2.3,7.45
10.08,83.25
8.7,67.95
10.74,67.01
1.41,0.58
11.88,100.0
2.51,39.54
0.14,4.8
11.97,100.0
3.37,25.43
8.02,63.26
2.12,27.87
6.96,72.33
10.85,99.8
3.84,20.07
8.04,63.67
2.25,20.81
7.5,57.38
4.04,36.18
2.53,28.48
3.76,40.09
2.15,34.03
10.82,83.29
4.77,24.49
2.94,27.13
5.38,61.89
3.85,26.0
8.93,78.33
11.65,100.0
5.26,43.97
10.33,82.73
6.79,45.09
1.89,0.0
8.29,55.18
6.16,45.39
7.81,73.43
10.68,84.38
5.29,37.09
10.81,77.6
9.01,78.63
5.86,60.49
7.24,68.54
3.91,37.32
11.8,79.67
8.01,60.55
0.53,23.68
3.92,42.58
7.48,44.46
0.68,4.85
0.29,5.92
5.4,35.58
3.99,8.85
5.26,43.06
3.15,17.34
1.98,7.97
8.27,62.61
6.17,48.06
2.4,19.12
3.84,21.84
7.1,54.61
0.87,0.0
1.77,17.27
0.88,0.0
9.75,75.09
9.03,81.42
9.04,61.72
8.6,75.93
8.03,75.82
5.72,12.71
7.71,60.15
0.46,0.0
7.46,58.48
9.33,74.6
6.0,23.21
4.29,53.57
3.33,29.49
7.71,53.22
8.31,81.16
10.45,65.66
4.11,20.57
9.24,50.9
6.74,71.9
10.59,88.08
6.33,57.26
6.21,52.7
6.93,61.21
8.99,72.72
11.58,95.32
0.88,8.14
0.64,0.0
11.25,89.54
6.36,53.6
7.38,60.14
5.79,31.53
1.12,0.0
9.22,84.56
8.97,68.66
3.74,35.77
3.67,18.48
10.05,65.7
0.87,0.0
10.57,82.36
3.08,17.99
7.12,69.87
11.23,91.65
8.14,83.59
4.97,43.83
8.27,42.07
4.13,43.58
3.33,11.52
11.96,97.99
9.01,64.33
7.74,83.32
4.26,48.5
0.59,0.0
0.37,1.71
6.65,55.65
9.14,81.79
6.45,51.88
10.09,70.47
0.4,0.0
4.4,35.16
2.84,35.1
5.37,47.22
0.87,0.0
11.45,98.08
2.68,17.56
11.07,97.45
5.11,66.16
11.83,91.02
6.65,61.21
11.17,81.91
0.06,0.0
8.98,72.13
10.84,84.76
1.68,38.04
1.15,6.16
5.09,46.63
11.2,70.33
6.51,56.39
6.33,62.06
1.69,8.27
0.01,0.0
9.72,77.39
1.05,8.58
7.61,68.09
10.98,100.0
2.5,16.23
7.98,55.3
0.94,0.0
7.25,59.94
1.97,20.53
8.83,65.19
3.61,36.71
5.56,49.14
7.19,57.98
2.06,7.42
8.9,66.38
3.63,4.76
7.95,65.95
1.9,15.46
8.26,67.94
1.54,17.35
5.1,44.69
2.97,22.63
8.98,72.33
3.14,11.11
10.58,78.81
10.7,86.12
2.36,11.5
7.37,67.53
1.05,1.83
4.7,39.75
8.56,69.64
7.91,70.77
7.5,68.98
3.39,34.06
4.54,15.23
1.24,21.82
8.63,84.3
6.05,43.55
8.51,70.41
2.99,14.99
3.89,11.66
4.01,24.7
0.31,0.0
4.09,29.19
9.64,67.53
10.77,78.81
6.22,49.64
5.47,36.03
0.37,8.39
10.55,91.22
0.16,25.05
11.34,100.0
5.87,49.4
4.1,26.62
11.09,91.66
0.29,5.61
6.98,50.68
6.59,60.53
2.63,7.07
5.15,38.73
7.83,68.18
8.73,66.93
0.01,0.0
11.24,88.56
1.97,7.44
2.8,34.16
3.16,15.11
0.45,6.81
1.48,15.95
11.84,85.2
3.78,30.99
1.38,1.97
1.28,24.18
8.63,57.68
10.25,75.5
3.08,12.43
0.25,0.0
2.68,37.33
0.68,10.85
1.24,11.33
5.18,34.86
2.76,31.15
6.19,41.29
3.04,32.27
11.29,81.57
10.87,80.53
6.8,62.0
4.25,42.66
4.57,42.56
4.94,29.04
8.73,65.38
5.42,44.93
10.28,73.75
11.33,100.0
4.03,8.23
6.73,46.04
1.14,4.03
2.41,0.0
4.96,25.73
2.47,26.05
10.52,84.45
1.9,30.93
5.47,59.2
7.27,62.48
8.3,69.55
4.6,37.43
10.43,56.88
6.82,40.61
5.27,43.2
0.81,12.62
5.58,47.51
9.85,69.87
7.37,68.37
9.99,94.71
5.93,56.81
1.42,21.27
0.16,0.0
3.64,39.87
8.38,68.46
9.48,80.98
3.55,32.05
5.95,46.37
5.05,31.83
4.93,38.59
2.78,32.08
1.64,8.68
2.36,27.82
0.66,12.68
2.38,16.03
0.11,14.77
7.53,56.66
3.8,45.47
11.68,97.76
2.32,18.44
4.15,24.32
4.29,33.47
0.1,0.0
10.07,67.98
0.38,0.9
11.28,82.22
10.7,91.5
6.43,64.47
6.52,39.92
7.85,79.89
4.64,35.87
7.77,52.38
0.54,11.88
0.65,0.72
5.49,43.08
6.6,48.72
10.65,77.06
1.26,17.29
9.87,76.11
2.52,5.8
4.73,43.34
3.8,18.34
4.8,26.88
1.81,26.37
6.04,36.38
9.62,53.79
5.3,48.62
5.89,44.06
10.19,79.31
8.47,64.64
5.89,49.4
3.09,17.21
10.62,99.71
6.92,40.63
2.65,25.68
3.23,32.26
9.64,69.5
0.53,0.0
11.91,100.0
1.56,2.61
9.55,70.36
4.74,46.77
5.91,47.6
10.57,66.57
4.95,57.11
6.45,46.3
0.59,0.71
0.03,2.78
2.94,29.75
8.17,84.95
1.46,0.0
1.37,19.18
4.93,46.88
7.77,60.82
8.54,76.23
2.14,26.47
0.96,0.0
11.28,100.0
3.13,9.44
10.24,70.57
10.36,80.28
9.27,93.41
2.03,13.13
9.86,78.57
9.23,88.17
7.16,54.28
4.05,20.59
3.15,21.03
1.46,25.41
6.12,49.65
7.02,75.49
4.31,41.88
5.7,39.19
4.36,35.41
7.69,53.0
10.82,79.84
1.97,60.53
4.58,46.8
1.69,22.13
7.5,53.76
8.75,85.67
11.18,100.0
3.35,45.59
11.4,100.0
0.76,0.0
7.24,46.79
0.69,0.0
10.73,76.36
6.36,54.1
8.03,58.59
9.98,100.0
1.8,33.48
0.46,3.64
10.55,100.0
3.78,45.11
1.55,7.87
5.62,24.88
7.18,55.26
0.37,0.0
3.3,28.46
0.39,4.04
5.04,40.98
10.74,91.17
11.79,82.21
7.64,65.27
1.94,11.12
10.87,88.96
6.19,59.13
1.84,2.52
11.06,85.67
9.09,71.53
8.78,65.1
8.51,77.08
2.4,12.03
2.53,14.7
8.26,58.98
2.64,32.01
5.26,37.19
9.38,79.67
9.41,95.02
5.44,42.76
9.51,87.17
10.06,97.22
7.86,73.13
2.74,21.76
3.29,32.73
3.78,17.35
1.4,3.41
3.28,20.18
2.51,42.52
5.46,35.59
10.9,78.94
1.25,0.0
8.64,74.74
8.25,67.41
1.15,20.06
11.07,95.28
6.82,40.77
4.36,26.84
9.08,86.28
3.09,22.67
8.32,78.45
0.48,2.32
10.07,70.91
5.38,39.99
7.64,51.44
2.65,15.58
8.12,67.01
9.27,79.25
5.68,29.53
7.41,59.13
5.48,37.94
10.73,79.35
5.97,49.12
10.1,75.31
9.62,90.75
4.93,51.29
2.76,33.91
4.87,34.03
9.91,69.69
2.73,22.67
6.29,48.84
9.67,71.3
4.24,22.18
7.71,61.24
2.95,19.54
1.31,17.37
9.53,82.91
1.19,20.51
3.26,13.46
10.26,86.1
4.16,25.99
11.68,81.21
11.76,89.77
3.22,36.44
0.49,0.21
8.46,83.34
5.41,48.78
1.21,5.73
8.49,79.52
0.37,7.45
10.44,74.21
1.66,31.9
1.53,14.82
2.11,17.05
11.52,83.63
8.32,78.34
9.62,82.1
4.77,44.47
4.04,27.21
2.81,30.85
5.77,55.26
6.62,46.29
7.58,46.48
3.09,30.5
11.38,75.34
2.04,17.82
11.59,88.23
0.18,13.61
5.77,42.26
4.0,43.08
5.39,37.97
6.85,64.78
5.23,62.42
4.98,29.14
8.79,73.26
8.23,93.33
10.0,80.66
3.0,24.61
7.31,66.4
7.02,56.59
4.44,18.42
5.83,57.98
3.77,10.09
1.7,9.45
2.57,32.6
1.27,6.56
8.2,58.64
7.93,72.22
11.41,82.75
8.76,57.83
0.62,7.74
10.61,83.06
10.35,70.38
5.32,48.93
7.03,60.89
11.71,90.11
6.39,48.19
10.86,91.61
1.0,19.88
2.29,15.51
5.29,48.86
7.02,61.79
9.79,87.15
11.86,95.27
4.67,28.21
0.57,0.0
9.61,80.34
7.25,76.21
2.38,14.22
5.94,55.55
8.91,67.98
9.24,75.06
6.0,63.12
3.66,36.94
11.68,81.07
7.96,57.96
4.9,51.75
3.37,28.34
8.77,58.7
2.91,15.06
2.06,23.52
6.36,60.81
3.48,28.02
7.55,85.13
1.42,19.56
7.86,60.44
3.4,19.04
0.0,0.0
1.52,15.54
11.2,84.74
10.41,100.0
2.8,37.09
9.34,81.05
7.3,46.63
11.65,86.48
4.48,48.42
8.18,59.79
0.76,17.32
4.75,42.79
11.57,93.04
6.47,44.71
3.45,26.69
1.44,13.44
8.44,77.86
7.74,53.05
4.49,33.27
11.41,91.74
0.27,8.76
3.64,20.07
11.05,75.26
3.85,37.55
3.03,9.04
6.41,64.13
9.89,77.53
1.24,0.0
11.32,85.73
9.54,80.12
2.18,12.07
8.54,68.55
4.62,44.36
4.83,36.6
9.4,65.83
11.55,89.44
1.52,26.31
5.05,57.23
5.77,25.97
4.52,47.04
4.36,37.37
0.63,14.26
8.23,60.31
5.23,24.19
2.34,24.55
9.79,68.93
9.63,63.16
5.84,33.51
3.58,34.66
7.66,62.65
3.46,35.49
2.83,29.35
8.77,65.92
0.48,3.17
1.14,3.98
0.08,0.0
1.84,5.01
0.83,10.53
11.95,100.0
3.47,19.56
1.79,27.14
2.89,24.27
11.23,92.28
6.24,32.94
4.38,16.95
10.48,85.29
4.74,45.82
4.02,25.45
2.49,36.6
4.53,43.62
3.8,21.32
8.13,65.33
3.47,52.57
6.93,42.99
0.79,11.61
2.3,15.14
4.89,46.18
11.24,100.0
4.53,32.35
7.97,74.94
3.06,46.7
1.52,12.86
0.7,13.47
3.66,23.42
1.89,15.33
2.09,14.94
9.13,81.0
0.19,13.57
6.69,52.45
4.55,51.76
6.08,63.93
6.75,62.5
3.76,24.92
3.54,22.21
8.8,62.28
10.46,93.13
2.31,6.37
1.17,16.14
10.77,75.38
4.2,41.83
6.62,53.1
4.31,47.85
1.51,23.49
7.07,70.93
6.3,65.02
2.44,20.92
5.42,31.79
9.56,65.98
7.09,35.81
1.16,0.0
6.58,53.3
8.43,61.87
9.51,74.3
7.55,65.32
1.83,11.61
8.52,56.96
8.13,64.49
0.29,0.0
4.94,36.82
4.0,45.39
8.03,61.56
2.59,38.46
7.09,71.04
10.96,81.87
9.57,65.48
11.06,87.93
11.74,100.0
0.13,0.0
7.47,68.86
4.95,51.72
10.32,74.81
3.02,17.41
11.77,100.0
7.36,60.43
9.52,69.32
1.03,4.7
2.2,16.91
9.1,57.16
0.26,9.77
9.8,73.63
0.17,0.0
7.89,62.84
4.38,27.63
7.34,75.59
8.35,60.96
4.11,21.9
1.3,15.44
0.84,0.08
7.07,48.74
6.25,55.08
8.91,60.85
6.12,34.36
5.07,57.81
4.78,44.01
0.32,0.0
4.03,32.18
11.71,98.76
10.48,93.59
3.95,24.06
7.05,60.09
10.17,76.27
5.3,40.47
0.22,3.33
0.89,7.09
6.12,56.35
11.63,97.94
8.32,51.47
0.85,0.0
2.27,14.48
9.26,92.33
10.1,72.26
7.41,57.22
7.73,56.5
0.34,0.0
9.94,81.32
9.46,89.68
3.11,29.43
8.5,60.0
2.58,48.16
0.48,4.66
2.41,13.54
2.14,31.27
4.05,27.73
5.02,56.8
6.1,40.11
5.72,60.07
3.25,28.0
0.35,15.71
7.26,77.11
4.75,26.67
3.58,41.43
10.4,69.14
8.96,61.22
10.29,74.31
5.94,52.55
1.57,12.9
8.35,65.17
2.47,21.25
5.29,48.27
0.78,12.92
9.9,90.17
1.51,30.29
10.84,86.48
10.37,77.76
5.57,50.74
8.93,60.02
7.43,52.68
9.64,87.09
5.18,40.21
9.43,63.36
5.55,29.5
11.29,90.82
5.84,58.11
5.55,55.7
9.42,76.48
9.86,98.96
6.65,52.18
2.16,15.87
5.61,19.23
11.62,88.46
9.04,80.81
9.73,93.51
0.39,0.0
5.61,49.54
7.76,72.54
9.96,79.8
0.59,0.0
10.23,84.31
6.58,60.26
2.37,9.47
3.81,27.91
3.38,15.51
6.37,25.26
0.62,15.23
1.9,15.18
9.75,94.0
1.59,21.3
2.8,18.86
5.44,42.69
6.21,55.31
9.16,82.98
5.37,46.17
9.48,86.88
7.42,56.39
1.36,0.89
1.88,14.36
5.24,44.01
4.76,26.09
8.92,58.01
6.97,60.22
4.66,33.2
2.05,14.73
2.72,18.18
6.91,70.45
5.08,53.27
6.18,37.06
2.05,11.06
7.95,72.14
10.23,87.86
3.1,24.35
5.9,35.81
11.71,86.83
4.0,26.82
7.14,59.89
1.08,25.7
7.27,51.31
1.08,0.0
11.51,91.0
8.59,79.02
9.46,61.19
8.45,82.13
7.08,54.89
5.4,35.85
10.3,66.4
11.48,98.92
5.99,46.2
11.18,91.13
7.0,46.99
6.46,48.49
5.45,38.76
2.51,19.09
0.04,0.0
2.9,7.84
6.12,76.22
4.56,22.84
5.38,44.87
11.77,76.42
4.2,13.66
5.43,44.39
1.6,14.56
0.58,17.22
9.3,78.43
6.85,53.29
9.13,63.53
1.8,29.38
6.86,64.18
3.04,11.89
2.74,22.27
0.14,2.55
1.56,9.06
3.71,37.41
1.4,19.54
11.83,92.74
3.7,26.82
1.56,27.5
2.39,28.44
7.05,57.14
0.77,0.0
10.35,86.23
11.54,99.28
2.96,0.0
5.4,45.73
0.27,0.0
7.69,59.3
4.97,30.66
3.24,24.44
2.48,33.78
7.85,58.32
4.99,49.61
2.16,9.18
8.27,73.74
6.78,54.26
10.3,85.95
1.41,11.35
9.43,81.84
8.08,38.98
1.38,0.0
8.34,70.87
5.3,21.95
11.34,85.41
1.7,13.05
7.71,53.43
4.58,29.75
11.48,94.57
3.96,41.77
11.55,82.79
10.82,80.79
3.24,18.64
9.64,52.93
11.95,97.0
3.03,33.6
5.24,52.1
6.24,41.23
3.54,15.8
0.18,1.68
2.64,29.43
3.38,28.61
5.32,45.48
2.05,27.84
10.48,76.44
8.46,65.47
1.02,24.53
7.8,60.44
7.84,50.08
11.47,85.1
0.04,0.0
2.98,27.37
11.13,80.11
11.19,92.2
8.65,61.82
9.19,52.28
1.1,11.85
6.17,50.82
2.78,27.41
2.17,10.67
9.72,69.99
1.62,16.98
5.62,60.18
11.26,90.22
2.23,22.09
11.74,90.67
11.93,80.02
6.67,63.01
2.04,25.42
3.79,37.45
5.09,38.93
3.71,35.67
3.37,35.88
11.67,100.0
1.84,24.61
8.8,71.04
0.0,0.0
7.15,58.79
10.99,90.5
3.46,34.73
2.23,31.35
7.82,61.61
8.55,89.42
8.26,48.46
3.83,34.85
3.03,16.23
11.47,72.7
11.08,86.62
5.49,29.33
10.15,79.62
5.43,43.77
5.09,51.93
1.88,0.0
5.12,50.02
6.45,52.57
0.27,12.45
5.33,38.32
9.38,61.69
8.16,53.11
7.62,48.06
10.91,92.1
0.22,16.5
6.68,47.83
9.45,81.88
6.5,36.73
3.89,32.9
1.64,19.77
10.65,70.72
5.65,43.15
10.54,91.46
7.03,26.9
8.09,78.08
9.65,80.75
7.91,70.45
4.78,34.09
6.16,32.08
9.64,82.43
4.48,35.04
4.66,37.58
1.15,20.06
10.98,95.42
1.09,27.95
7.78,63.77
4.96,32.75
4.87,37.06
8.15,69.39
0.81,16.6
7.12,42.33
9.26,74.2
9.94,95.6
2.05,13.97
10.77,95.46
7.87,67.92
10.58,94.22
5.82,38.49
6.5,43.98
11.03,88.43
10.8,71.07
5.38,40.33
3.29,28.87
4.72,55.59
4.65,41.25
3.44,33.79
3.22,37.43
10.33,73.02
0.84,5.06
8.13,89.3
2.07,15.8
4.13,44.24
0.74,15.55
3.24,11.14
9.22,76.87
10.62,86.43
2.66,24.57
5.56,36.96
5.64,33.98
10.48,79.1
9.15,72.25
6.16,61.11
8.05,82.56
10.17,95.31
0.11,9.52
4.83,28.63
10.89,83.01
8.88,73.17
6.51,45.79
6.36,56.62
4.17,40.59
6.25,55.33
7.86,73.17
5.02,31.12
8.57,77.89
10.33,75.72
1.86,5.44
5.42,48.67
4.9,51.33
8.25,70.88
3.0,24.2
7.68,64.57
10.53,85.6
5.02,28.88
10.93,75.03
11.92,94.56
1.27,10.98
2.8,22.49
11.4,98.0
11.5,89.84
1.17,15.01
0.18,0.0
1.93,33.7
11.95,96.42
2.16,40.69
6.03,51.76
10.18,79.31
0.24,0.0
7.25,43.6
3.32,16.68
10.35,73.99
3.4,31.16
8.24,60.67
8.09,66.59
2.66,34.08
0.42,2.46
4.91,60.08
3.47,16.0
9.71,76.16
9.6,71.44
5.48,53.24
7.28,35.83
7.25,43.58
9.93,78.33
5.1,56.31
3.31,28.7
3.18,11.93
6.43,39.5
5.39,59.85
5.28,36.04
1.09,0.0
8.62,83.76
2.56,30.63
2.36,31.65
4.95,30.12
2.73,6.62
7.01,57.38
4.46,39.01
5.39,46.74
6.45,66.35
2.44,2.2
1.87,23.55
10.57,73.55
5.2,50.19
4.95,34.81
0.43,0.0
5.98,41.71
6.65,38.74
6.71,54.05
8.48,60.15
2.13,24.9
3.03,30.61
9.73,94.71
11.37,94.59
1.63,18.26
5.97,61.78
2.57,14.28
0.72,0.0
3.91,33.25
1.72,0.0
8.52,92.69
6.4,65.79
1.73,35.45
0.11,1.51
9.7,83.09
2.11,12.32
7.27,67.03
4.04,20.19
7.03,30.78
3.79,22.4
1.04,0.0
2.68,36.18
2.26,36.21
5.14,27.06
7.9,76.11
3.17,34.84
0.14,0.0
6.23,45.92
7.27,52.35
11.55,99.92
7.07,44.3
5.65,44.24
6.88,48.19
11.13,93.81
9.94,77.36
3.88,25.65
2.85,20.64
3.15,45.57
6.05,44.26
8.93,61.02
6.04,54.14
0.81,5.07
8.68,55.31
9.67,99.69
3.47,24.27
7.97,59.98
5.12,42.55
10.67,100.0
10.14,64.34
6.31,53.2
8.3,87.26
10.6,86.09
5.95,35.24
3.76,23.89
9.04,74.42
2.64,34.43
4.66,33.91
10.39,91.38
8.69,55.19
4.85,24.33
2.58,15.79
4.27,48.55
3.41,27.96
2.11,19.8
8.92,74.14
3.02,35.29
5.45,37.5
4.63,43.93
11.78,85.97
4.69,57.38
0.96,0.0
1.08,0.0
